REFERENCE	 DEGRADED	Fsample	 P.862.2_SCORE
g729char\exp3\original\a\a_m02s25.wav	 g729char\exp3\coded\a\ae3m4b25.out	16000	2.343
g729char\exp3\original\a\a_f01s26.wav	 g729char\exp3\coded\a\ae3f7e26.out	16000	1.537
g729char\exp3\original\a\a_f02s26.wav	 g729char\exp3\coded\a\ae3fb026.out	16000	2.047
g729char\exp3\original\a\a_m01s26.wav	 g729char\exp3\coded\a\ae3m1a26.out	16000	2.042
g729char\exp3\original\a\a_m02s26.wav	 g729char\exp3\coded\a\ae3m4c26.out	16000	2.174
g729char\exp3\original\a\a_f01s27.wav	 g729char\exp3\coded\a\ae3f7f27.out	16000	1.966
g729char\exp3\original\a\a_f02s27.wav	 g729char\exp3\coded\a\ae3fb127.out	16000	2.204
g729char\exp3\original\a\a_m01s27.wav	 g729char\exp3\coded\a\ae3m1b27.out	16000	2.356
g729char\exp3\original\a\a_m02s27.wav	 g729char\exp3\coded\a\ae3m4d27.out	16000	2.538
g729char\exp3\original\a\a_f01s28.wav	 g729char\exp3\coded\a\ae3f8028.out	16000	1.768
g729char\exp3\original\a\a_f02s28.wav	 g729char\exp3\coded\a\ae3fb228.out	16000	1.703
g729char\exp3\original\a\a_m01s28.wav	 g729char\exp3\coded\a\ae3m1c28.out	16000	2.131
g729char\exp3\original\a\a_m02s28.wav	 g729char\exp3\coded\a\ae3m4e28.out	16000	1.955
g729char\exp3\original\a\a_f01s29.wav	 g729char\exp3\coded\a\ae3f8129.out	16000	1.98
g729char\exp3\original\a\a_f02s29.wav	 g729char\exp3\coded\a\ae3fb329.out	16000	2.157
g729char\exp3\original\a\a_m01s29.wav	 g729char\exp3\coded\a\ae3m1d29.out	16000	2.919
g729char\exp3\original\a\a_m02s29.wav	 g729char\exp3\coded\a\ae3m4f29.out	16000	3.161
g729char\exp3\original\a\a_f01s30.wav	 g729char\exp3\coded\a\ae3f8230.out	16000	1.939
g729char\exp3\original\a\a_f02s30.wav	 g729char\exp3\coded\a\ae3fb430.out	16000	2.055
g729char\exp3\original\a\a_m01s30.wav	 g729char\exp3\coded\a\ae3m1e30.out	16000	2.118
g729char\exp3\original\a\a_m02s30.wav	 g729char\exp3\coded\a\ae3m5030.out	16000	2.691
g729char\exp3\original\a\a_f01s31.wav	 g729char\exp3\coded\a\ae3f8331.out	16000	1.489
g729char\exp3\original\a\a_f02s31.wav	 g729char\exp3\coded\a\ae3fb531.out	16000	1.78
g729char\exp3\original\a\a_m01s31.wav	 g729char\exp3\coded\a\ae3m1f31.out	16000	2.356
g729char\exp3\original\a\a_m02s31.wav	 g729char\exp3\coded\a\ae3m5131.out	16000	2.917
g729char\exp3\original\a\a_f01s32.wav	 g729char\exp3\coded\a\ae3f8432.out	16000	1.332
g729char\exp3\original\a\a_f02s32.wav	 g729char\exp3\coded\a\ae3fb632.out	16000	1.409
g729char\exp3\original\a\a_m01s32.wav	 g729char\exp3\coded\a\ae3m2032.out	16000	1.977
g729char\exp3\original\a\a_m02s32.wav	 g729char\exp3\coded\a\ae3m5232.out	16000	2.379
g729char\exp3\original\a\a_f01s33.wav	 g729char\exp3\coded\a\ae3f8533.out	16000	1.97
g729char\exp3\original\a\a_f02s33.wav	 g729char\exp3\coded\a\ae3fb733.out	16000	2.481
g729char\exp3\original\a\a_m01s33.wav	 g729char\exp3\coded\a\ae3m2133.out	16000	2.826
g729char\exp3\original\a\a_m02s33.wav	 g729char\exp3\coded\a\ae3m5333.out	16000	2.917
g729char\exp3\original\a\a_f01s34.wav	 g729char\exp3\coded\a\ae3f8634.out	16000	1.95
g729char\exp3\original\a\a_f02s34.wav	 g729char\exp3\coded\a\ae3fb834.out	16000	2.38
g729char\exp3\original\a\a_m01s34.wav	 g729char\exp3\coded\a\ae3m2234.out	16000	2.143
g729char\exp3\original\a\a_m02s34.wav	 g729char\exp3\coded\a\ae3m5434.out	16000	3.154
g729char\exp3\original\a\a_f01s35.wav	 g729char\exp3\coded\a\ae3f8735.out	16000	1.837
g729char\exp3\original\a\a_f02s35.wav	 g729char\exp3\coded\a\ae3fb935.out	16000	2.093
g729char\exp3\original\a\a_m01s35.wav	 g729char\exp3\coded\a\ae3m2335.out	16000	2.107
g729char\exp3\original\a\a_m02s35.wav	 g729char\exp3\coded\a\ae3m5535.out	16000	2.513
g729char\exp3\original\a\a_f01s36.wav	 g729char\exp3\coded\a\ae3f8836.out	16000	1.751
g729char\exp3\original\a\a_f02s36.wav	 g729char\exp3\coded\a\ae3fba36.out	16000	1.774
g729char\exp3\original\a\a_m01s36.wav	 g729char\exp3\coded\a\ae3m2436.out	16000	2.432
g729char\exp3\original\a\a_m02s36.wav	 g729char\exp3\coded\a\ae3m5636.out	16000	2.208
g729char\exp3\original\a\a_f01s37.wav	 g729char\exp3\coded\a\ae3f8937.out	16000	3.203
g729char\exp3\original\a\a_f02s37.wav	 g729char\exp3\coded\a\ae3fbb37.out	16000	3.109
g729char\exp3\original\a\a_m01s37.wav	 g729char\exp3\coded\a\ae3m2537.out	16000	3.659
g729char\exp3\original\a\a_m02s37.wav	 g729char\exp3\coded\a\ae3m5737.out	16000	3.173
g729char\exp3\original\a\a_f01s38.wav	 g729char\exp3\coded\a\ae3f8a38.out	16000	1.918
g729char\exp3\original\a\a_f02s38.wav	 g729char\exp3\coded\a\ae3fbc38.out	16000	2.353
g729char\exp3\original\a\a_m01s38.wav	 g729char\exp3\coded\a\ae3m2638.out	16000	2.324
g729char\exp3\original\a\a_m02s38.wav	 g729char\exp3\coded\a\ae3m5838.out	16000	2.31
g729char\exp3\original\a\a_f01s39.wav	 g729char\exp3\coded\a\ae3f8b39.out	16000	1.563
g729char\exp3\original\a\a_f02s39.wav	 g729char\exp3\coded\a\ae3fbd39.out	16000	1.833
g729char\exp3\original\a\a_m01s39.wav	 g729char\exp3\coded\a\ae3m2739.out	16000	1.913
g729char\exp3\original\a\a_m02s39.wav	 g729char\exp3\coded\a\ae3m5939.out	16000	2.056
g729char\exp3\original\a\a_f01s40.wav	 g729char\exp3\coded\a\ae3f8c40.out	16000	2.033
g729char\exp3\original\a\a_f02s40.wav	 g729char\exp3\coded\a\ae3fbe40.out	16000	2.022
g729char\exp3\original\a\a_m01s40.wav	 g729char\exp3\coded\a\ae3m2840.out	16000	2.23
g729char\exp3\original\a\a_m02s40.wav	 g729char\exp3\coded\a\ae3m5a40.out	16000	2.28
g729char\exp3\original\a\a_f01s41.wav	 g729char\exp3\coded\a\ae3f8d41.out	16000	1.458
g729char\exp3\original\a\a_f02s41.wav	 g729char\exp3\coded\a\ae3fbf41.out	16000	1.599
g729char\exp3\original\a\a_m01s41.wav	 g729char\exp3\coded\a\ae3m2941.out	16000	1.865
g729char\exp3\original\a\a_m02s41.wav	 g729char\exp3\coded\a\ae3m5b41.out	16000	2.211
g729char\exp3\original\a\a_f01s42.wav	 g729char\exp3\coded\a\ae3f8e42.out	16000	1.601
g729char\exp3\original\a\a_f02s42.wav	 g729char\exp3\coded\a\ae3fc042.out	16000	2.299
g729char\exp3\original\a\a_m01s42.wav	 g729char\exp3\coded\a\ae3m2a42.out	16000	2.838
g729char\exp3\original\a\a_m02s42.wav	 g729char\exp3\coded\a\ae3m5c42.out	16000	2.839
g729char\exp3\original\a\a_f01s43.wav	 g729char\exp3\coded\a\ae3f8f43.out	16000	2.193
g729char\exp3\original\a\a_f02s43.wav	 g729char\exp3\coded\a\ae3fc143.out	16000	2.605
g729char\exp3\original\a\a_m01s43.wav	 g729char\exp3\coded\a\ae3m2b43.out	16000	3.398
g729char\exp3\original\a\a_m02s43.wav	 g729char\exp3\coded\a\ae3m5d43.out	16000	3.244
g729char\exp3\original\a\a_f01s44.wav	 g729char\exp3\coded\a\ae3f9044.out	16000	2.632
g729char\exp3\original\a\a_f02s44.wav	 g729char\exp3\coded\a\ae3fc244.out	16000	2.977
g729char\exp3\original\a\a_m01s44.wav	 g729char\exp3\coded\a\ae3m2c44.out	16000	3.499
g729char\exp3\original\a\a_m02s44.wav	 g729char\exp3\coded\a\ae3m5e44.out	16000	3.642
g729char\exp3\original\a\a_f01s45.wav	 g729char\exp3\coded\a\ae3f9145.out	16000	3.211
g729char\exp3\original\a\a_f02s45.wav	 g729char\exp3\coded\a\ae3fc345.out	16000	3.547
g729char\exp3\original\a\a_m01s45.wav	 g729char\exp3\coded\a\ae3m2d45.out	16000	3.975
g729char\exp3\original\a\a_m02s45.wav	 g729char\exp3\coded\a\ae3m5f45.out	16000	3.747
g729char\exp3\original\a\a_f01s46.wav	 g729char\exp3\coded\a\ae3f9246.out	16000	3.601
g729char\exp3\original\a\a_f02s46.wav	 g729char\exp3\coded\a\ae3fc446.out	16000	3.985
g729char\exp3\original\a\a_m01s46.wav	 g729char\exp3\coded\a\ae3m2e46.out	16000	4.031
g729char\exp3\original\a\a_m02s46.wav	 g729char\exp3\coded\a\ae3m6046.out	16000	3.826
g729char\exp3\original\a\a_f01s47.wav	 g729char\exp3\coded\a\ae3f9347.out	16000	3.69
g729char\exp3\original\a\a_f02s47.wav	 g729char\exp3\coded\a\ae3fc547.out	16000	3.966
g729char\exp3\original\a\a_m01s47.wav	 g729char\exp3\coded\a\ae3m2f47.out	16000	3.838
g729char\exp3\original\a\a_m02s47.wav	 g729char\exp3\coded\a\ae3m6147.out	16000	3.865
g729char\exp3\original\a\a_f01s48.wav	 g729char\exp3\coded\a\ae3f9448.out	16000	2.07
g729char\exp3\original\a\a_f02s48.wav	 g729char\exp3\coded\a\ae3fc648.out	16000	2.081
g729char\exp3\original\a\a_m01s48.wav	 g729char\exp3\coded\a\ae3m3048.out	16000	2.26
g729char\exp3\original\a\a_m02s48.wav	 g729char\exp3\coded\a\ae3m6248.out	16000	2.659
g729char\exp3\original\a\a_f01s49.wav	 g729char\exp3\coded\a\ae3f9549.out	16000	1.626
g729char\exp3\original\a\a_f02s49.wav	 g729char\exp3\coded\a\ae3fc749.out	16000	1.727
g729char\exp3\original\a\a_m01s49.wav	 g729char\exp3\coded\a\ae3m3149.out	16000	1.921
g729char\exp3\original\a\a_m02s49.wav	 g729char\exp3\coded\a\ae3m6349.out	16000	2.188
g729char\exp3\original\a\a_f01s50.wav	 g729char\exp3\coded\a\ae3f9650.out	16000	1.811
g729char\exp3\original\a\a_f02s50.wav	 g729char\exp3\coded\a\ae3fc850.out	16000	1.919
g729char\exp3\original\a\a_m01s50.wav	 g729char\exp3\coded\a\ae3m3250.out	16000	2.457
g729char\exp3\original\a\a_m02s50.wav	 g729char\exp3\coded\a\ae3m6450.out	16000	2.266
g729char\exp3\original\c\c_f01s01.wav	 g729char\exp3\coded\c\ce3f6501.out	16000	3.112
g729char\exp3\original\c\c_f02s01.wav	 g729char\exp3\coded\c\ce3f9701.out	16000	2.769
g729char\exp3\original\c\c_m01s01.wav	 g729char\exp3\coded\c\ce3m0101.out	16000	2.914
g729char\exp3\original\c\c_m02s01.wav	 g729char\exp3\coded\c\ce3m3301.out	16000	3.53
g729char\exp3\original\c\c_f01s02.wav	 g729char\exp3\coded\c\ce3f6602.out	16000	2.722
g729char\exp3\original\c\c_f02s02.wav	 g729char\exp3\coded\c\ce3f9802.out	16000	2.486
g729char\exp3\original\c\c_m01s02.wav	 g729char\exp3\coded\c\ce3m0202.out	16000	2.526
g729char\exp3\original\c\c_m02s02.wav	 g729char\exp3\coded\c\ce3m3402.out	16000	2.875
g729char\exp3\original\c\c_f01s03.wav	 g729char\exp3\coded\c\ce3f6703.out	16000	2.893
g729char\exp3\original\c\c_f02s03.wav	 g729char\exp3\coded\c\ce3f9903.out	16000	2.271
g729char\exp3\original\c\c_m01s03.wav	 g729char\exp3\coded\c\ce3m0303.out	16000	2.312
g729char\exp3\original\c\c_m02s03.wav	 g729char\exp3\coded\c\ce3m3503.out	16000	2.808
g729char\exp3\original\c\c_f01s04.wav	 g729char\exp3\coded\c\ce3f6804.out	16000	2.246
g729char\exp3\original\c\c_f02s04.wav	 g729char\exp3\coded\c\ce3f9a04.out	16000	2.393
g729char\exp3\original\c\c_m01s04.wav	 g729char\exp3\coded\c\ce3m0404.out	16000	2.463
g729char\exp3\original\c\c_m02s04.wav	 g729char\exp3\coded\c\ce3m3604.out	16000	2.976
g729char\exp3\original\c\c_f01s05.wav	 g729char\exp3\coded\c\ce3f6905.out	16000	2.043
g729char\exp3\original\c\c_f02s05.wav	 g729char\exp3\coded\c\ce3f9b05.out	16000	2.187
g729char\exp3\original\c\c_m01s05.wav	 g729char\exp3\coded\c\ce3m0505.out	16000	2.348
g729char\exp3\original\c\c_m02s05.wav	 g729char\exp3\coded\c\ce3m3705.out	16000	2.148
g729char\exp3\original\c\c_f01s06.wav	 g729char\exp3\coded\c\ce3f6a06.out	16000	2.393
g729char\exp3\original\c\c_f02s06.wav	 g729char\exp3\coded\c\ce3f9c06.out	16000	2.277
g729char\exp3\original\c\c_m01s06.wav	 g729char\exp3\coded\c\ce3m0606.out	16000	2.263
g729char\exp3\original\c\c_m02s06.wav	 g729char\exp3\coded\c\ce3m3806.out	16000	2.478
g729char\exp3\original\c\c_f01s07.wav	 g729char\exp3\coded\c\ce3f6b07.out	16000	2.188
g729char\exp3\original\c\c_f02s07.wav	 g729char\exp3\coded\c\ce3f9d07.out	16000	2.276
g729char\exp3\original\c\c_m01s07.wav	 g729char\exp3\coded\c\ce3m0707.out	16000	2.174
g729char\exp3\original\c\c_m02s07.wav	 g729char\exp3\coded\c\ce3m3907.out	16000	2.326
g729char\exp3\original\c\c_f01s08.wav	 g729char\exp3\coded\c\ce3f6c08.out	16000	2.312
g729char\exp3\original\c\c_f02s08.wav	 g729char\exp3\coded\c\ce3f9e08.out	16000	2.152
g729char\exp3\original\c\c_m01s08.wav	 g729char\exp3\coded\c\ce3m0808.out	16000	2.084
g729char\exp3\original\c\c_m02s08.wav	 g729char\exp3\coded\c\ce3m3a08.out	16000	2.165
g729char\exp3\original\c\c_f01s09.wav	 g729char\exp3\coded\c\ce3f6d09.out	16000	2.05
g729char\exp3\original\c\c_f02s09.wav	 g729char\exp3\coded\c\ce3f9f09.out	16000	1.892
g729char\exp3\original\c\c_m01s09.wav	 g729char\exp3\coded\c\ce3m0909.out	16000	2.186
g729char\exp3\original\c\c_m02s09.wav	 g729char\exp3\coded\c\ce3m3b09.out	16000	1.909
g729char\exp3\original\c\c_f01s10.wav	 g729char\exp3\coded\c\ce3f6e10.out	16000	1.832
g729char\exp3\original\c\c_f02s10.wav	 g729char\exp3\coded\c\ce3fa010.out	16000	2.124
g729char\exp3\original\c\c_m01s10.wav	 g729char\exp3\coded\c\ce3m0a10.out	16000	1.515
g729char\exp3\original\c\c_m02s10.wav	 g729char\exp3\coded\c\ce3m3c10.out	16000	1.678
g729char\exp3\original\c\c_f01s11.wav	 g729char\exp3\coded\c\ce3f6f11.out	16000	2.062
g729char\exp3\original\c\c_f02s11.wav	 g729char\exp3\coded\c\ce3fa111.out	16000	2.086
g729char\exp3\original\c\c_m01s11.wav	 g729char\exp3\coded\c\ce3m0b11.out	16000	2.233
g729char\exp3\original\c\c_m02s11.wav	 g729char\exp3\coded\c\ce3m3d11.out	16000	2.468
g729char\exp3\original\c\c_f01s12.wav	 g729char\exp3\coded\c\ce3f7012.out	16000	2.077
g729char\exp3\original\c\c_f02s12.wav	 g729char\exp3\coded\c\ce3fa212.out	16000	1.793
g729char\exp3\original\c\c_m01s12.wav	 g729char\exp3\coded\c\ce3m0c12.out	16000	1.994
g729char\exp3\original\c\c_m02s12.wav	 g729char\exp3\coded\c\ce3m3e12.out	16000	2.118
g729char\exp3\original\c\c_f01s13.wav	 g729char\exp3\coded\c\ce3f7113.out	16000	1.776
g729char\exp3\original\c\c_f02s13.wav	 g729char\exp3\coded\c\ce3fa313.out	16000	1.819
g729char\exp3\original\c\c_m01s13.wav	 g729char\exp3\coded\c\ce3m0d13.out	16000	1.845
g729char\exp3\original\c\c_m02s13.wav	 g729char\exp3\coded\c\ce3m3f13.out	16000	1.993
g729char\exp3\original\c\c_f01s14.wav	 g729char\exp3\coded\c\ce3f7214.out	16000	1.743
g729char\exp3\original\c\c_f02s14.wav	 g729char\exp3\coded\c\ce3fa414.out	16000	1.945
g729char\exp3\original\c\c_m01s14.wav	 g729char\exp3\coded\c\ce3m0e14.out	16000	1.827
g729char\exp3\original\c\c_m02s14.wav	 g729char\exp3\coded\c\ce3m4014.out	16000	2.077
g729char\exp3\original\c\c_f01s15.wav	 g729char\exp3\coded\c\ce3f7315.out	16000	1.88
g729char\exp3\original\c\c_f02s15.wav	 g729char\exp3\coded\c\ce3fa515.out	16000	1.418
g729char\exp3\original\c\c_m01s15.wav	 g729char\exp3\coded\c\ce3m0f15.out	16000	1.755
g729char\exp3\original\c\c_m02s15.wav	 g729char\exp3\coded\c\ce3m4115.out	16000	1.886
g729char\exp3\original\c\c_f01s16.wav	 g729char\exp3\coded\c\ce3f7416.out	16000	2.294
g729char\exp3\original\c\c_f02s16.wav	 g729char\exp3\coded\c\ce3fa616.out	16000	2.164
g729char\exp3\original\c\c_m01s16.wav	 g729char\exp3\coded\c\ce3m1016.out	16000	2.039
g729char\exp3\original\c\c_m02s16.wav	 g729char\exp3\coded\c\ce3m4216.out	16000	2.325
g729char\exp3\original\c\c_f01s17.wav	 g729char\exp3\coded\c\ce3f7517.out	16000	2.135
g729char\exp3\original\c\c_f02s17.wav	 g729char\exp3\coded\c\ce3fa717.out	16000	1.943
g729char\exp3\original\c\c_m01s17.wav	 g729char\exp3\coded\c\ce3m1117.out	16000	1.99
g729char\exp3\original\c\c_m02s17.wav	 g729char\exp3\coded\c\ce3m4317.out	16000	2.305
g729char\exp3\original\c\c_f01s18.wav	 g729char\exp3\coded\c\ce3f7618.out	16000	2.058
g729char\exp3\original\c\c_f02s18.wav	 g729char\exp3\coded\c\ce3fa818.out	16000	1.856
g729char\exp3\original\c\c_m01s18.wav	 g729char\exp3\coded\c\ce3m1218.out	16000	1.964
g729char\exp3\original\c\c_m02s18.wav	 g729char\exp3\coded\c\ce3m4418.out	16000	2.062
g729char\exp3\original\c\c_f01s19.wav	 g729char\exp3\coded\c\ce3f7719.out	16000	1.881
g729char\exp3\original\c\c_f02s19.wav	 g729char\exp3\coded\c\ce3fa919.out	16000	1.806
g729char\exp3\original\c\c_m01s19.wav	 g729char\exp3\coded\c\ce3m1319.out	16000	1.836
g729char\exp3\original\c\c_m02s19.wav	 g729char\exp3\coded\c\ce3m4519.out	16000	2.011
g729char\exp3\original\c\c_f01s20.wav	 g729char\exp3\coded\c\ce3f7820.out	16000	1.711
g729char\exp3\original\c\c_f02s20.wav	 g729char\exp3\coded\c\ce3faa20.out	16000	1.789
g729char\exp3\original\c\c_m01s20.wav	 g729char\exp3\coded\c\ce3m1420.out	16000	1.678
g729char\exp3\original\c\c_m02s20.wav	 g729char\exp3\coded\c\ce3m4620.out	16000	2.072
g729char\exp3\original\c\c_f01s21.wav	 g729char\exp3\coded\c\ce3f7921.out	16000	2.376
g729char\exp3\original\c\c_f02s21.wav	 g729char\exp3\coded\c\ce3fab21.out	16000	2.518
g729char\exp3\original\c\c_m01s21.wav	 g729char\exp3\coded\c\ce3m1521.out	16000	2.444
g729char\exp3\original\c\c_m02s21.wav	 g729char\exp3\coded\c\ce3m4721.out	16000	2.669
g729char\exp3\original\c\c_f01s22.wav	 g729char\exp3\coded\c\ce3f7a22.out	16000	1.863
g729char\exp3\original\c\c_f02s22.wav	 g729char\exp3\coded\c\ce3fac22.out	16000	2.067
g729char\exp3\original\c\c_m01s22.wav	 g729char\exp3\coded\c\ce3m1622.out	16000	1.699
g729char\exp3\original\c\c_m02s22.wav	 g729char\exp3\coded\c\ce3m4822.out	16000	2.133
g729char\exp3\original\c\c_f01s23.wav	 g729char\exp3\coded\c\ce3f7b23.out	16000	2.142
g729char\exp3\original\c\c_f02s23.wav	 g729char\exp3\coded\c\ce3fad23.out	16000	1.968
g729char\exp3\original\c\c_m01s23.wav	 g729char\exp3\coded\c\ce3m1723.out	16000	1.769
g729char\exp3\original\c\c_m02s23.wav	 g729char\exp3\coded\c\ce3m4923.out	16000	2.205
g729char\exp3\original\c\c_f01s24.wav	 g729char\exp3\coded\c\ce3f7c24.out	16000	1.909
g729char\exp3\original\c\c_f02s24.wav	 g729char\exp3\coded\c\ce3fae24.out	16000	1.865
g729char\exp3\original\c\c_m01s24.wav	 g729char\exp3\coded\c\ce3m1824.out	16000	1.648
g729char\exp3\original\c\c_m02s24.wav	 g729char\exp3\coded\c\ce3m4a24.out	16000	1.786
g729char\exp3\original\c\c_f01s25.wav	 g729char\exp3\coded\c\ce3f7d25.out	16000	1.764
g729char\exp3\original\c\c_f02s25.wav	 g729char\exp3\coded\c\ce3faf25.out	16000	1.935
g729char\exp3\original\c\c_m01s25.wav	 g729char\exp3\coded\c\ce3m1925.out	16000	1.784
g729char\exp3\original\c\c_m02s25.wav	 g729char\exp3\coded\c\ce3m4b25.out	16000	1.778
g729char\exp3\original\c\c_f01s26.wav	 g729char\exp3\coded\c\ce3f7e26.out	16000	1.941
g729char\exp3\original\c\c_f02s26.wav	 g729char\exp3\coded\c\ce3fb026.out	16000	1.772
g729char\exp3\original\c\c_m01s26.wav	 g729char\exp3\coded\c\ce3m1a26.out	16000	1.678
g729char\exp3\original\c\c_m02s26.wav	 g729char\exp3\coded\c\ce3m4c26.out	16000	1.667
g729char\exp3\original\c\c_f01s27.wav	 g729char\exp3\coded\c\ce3f7f27.out	16000	2.063
g729char\exp3\original\c\c_f02s27.wav	 g729char\exp3\coded\c\ce3fb127.out	16000	1.867
g729char\exp3\original\c\c_m01s27.wav	 g729char\exp3\coded\c\ce3m1b27.out	16000	2.001
g729char\exp3\original\c\c_m02s27.wav	 g729char\exp3\coded\c\ce3m4d27.out	16000	2.04
g729char\exp3\original\c\c_f01s28.wav	 g729char\exp3\coded\c\ce3f8028.out	16000	1.678
g729char\exp3\original\c\c_f02s28.wav	 g729char\exp3\coded\c\ce3fb228.out	16000	1.516
g729char\exp3\original\c\c_m01s28.wav	 g729char\exp3\coded\c\ce3m1c28.out	16000	1.507
g729char\exp3\original\c\c_m02s28.wav	 g729char\exp3\coded\c\ce3m4e28.out	16000	1.691
g729char\exp3\original\c\c_f01s29.wav	 g729char\exp3\coded\c\ce3f8129.out	16000	2.576
g729char\exp3\original\c\c_f02s29.wav	 g729char\exp3\coded\c\ce3fb329.out	16000	2.492
g729char\exp3\original\c\c_m01s29.wav	 g729char\exp3\coded\c\ce3m1d29.out	16000	2.567
g729char\exp3\original\c\c_m02s29.wav	 g729char\exp3\coded\c\ce3m4f29.out	16000	2.9
g729char\exp3\original\c\c_f01s30.wav	 g729char\exp3\coded\c\ce3f8230.out	16000	2.121
g729char\exp3\original\c\c_f02s30.wav	 g729char\exp3\coded\c\ce3fb430.out	16000	1.887
g729char\exp3\original\c\c_m01s30.wav	 g729char\exp3\coded\c\ce3m1e30.out	16000	2.236
g729char\exp3\original\c\c_m02s30.wav	 g729char\exp3\coded\c\ce3m5030.out	16000	2.397
g729char\exp3\original\c\c_f01s31.wav	 g729char\exp3\coded\c\ce3f8331.out	16000	1.871
g729char\exp3\original\c\c_f02s31.wav	 g729char\exp3\coded\c\ce3fb531.out	16000	1.539
g729char\exp3\original\c\c_m01s31.wav	 g729char\exp3\coded\c\ce3m1f31.out	16000	1.903
g729char\exp3\original\c\c_m02s31.wav	 g729char\exp3\coded\c\ce3m5131.out	16000	1.887
g729char\exp3\original\c\c_f01s32.wav	 g729char\exp3\coded\c\ce3f8432.out	16000	1.474
g729char\exp3\original\c\c_f02s32.wav	 g729char\exp3\coded\c\ce3fb632.out	16000	1.374
g729char\exp3\original\c\c_m01s32.wav	 g729char\exp3\coded\c\ce3m2032.out	16000	1.403
g729char\exp3\original\c\c_m02s32.wav	 g729char\exp3\coded\c\ce3m5232.out	16000	1.777
g729char\exp3\original\c\c_f01s33.wav	 g729char\exp3\coded\c\ce3f8533.out	16000	2.454
g729char\exp3\original\c\c_f02s33.wav	 g729char\exp3\coded\c\ce3fb733.out	16000	2.497
g729char\exp3\original\c\c_m01s33.wav	 g729char\exp3\coded\c\ce3m2133.out	16000	2.551
g729char\exp3\original\c\c_m02s33.wav	 g729char\exp3\coded\c\ce3m5333.out	16000	2.698
g729char\exp3\original\c\c_f01s34.wav	 g729char\exp3\coded\c\ce3f8634.out	16000	2.159
g729char\exp3\original\c\c_f02s34.wav	 g729char\exp3\coded\c\ce3fb834.out	16000	2.434
g729char\exp3\original\c\c_m01s34.wav	 g729char\exp3\coded\c\ce3m2234.out	16000	1.917
g729char\exp3\original\c\c_m02s34.wav	 g729char\exp3\coded\c\ce3m5434.out	16000	2.703
g729char\exp3\original\c\c_f01s35.wav	 g729char\exp3\coded\c\ce3f8735.out	16000	1.765
g729char\exp3\original\c\c_f02s35.wav	 g729char\exp3\coded\c\ce3fb935.out	16000	1.887
g729char\exp3\original\c\c_m01s35.wav	 g729char\exp3\coded\c\ce3m2335.out	16000	1.673
g729char\exp3\original\c\c_m02s35.wav	 g729char\exp3\coded\c\ce3m5535.out	16000	2.171
g729char\exp3\original\c\c_f01s36.wav	 g729char\exp3\coded\c\ce3f8836.out	16000	1.583
g729char\exp3\original\c\c_f02s36.wav	 g729char\exp3\coded\c\ce3fba36.out	16000	1.711
g729char\exp3\original\c\c_m01s36.wav	 g729char\exp3\coded\c\ce3m2436.out	16000	1.551
g729char\exp3\original\c\c_m02s36.wav	 g729char\exp3\coded\c\ce3m5636.out	16000	1.771
g729char\exp3\original\c\c_f01s37.wav	 g729char\exp3\coded\c\ce3f8937.out	16000	3.556
g729char\exp3\original\c\c_f02s37.wav	 g729char\exp3\coded\c\ce3fbb37.out	16000	3.015
g729char\exp3\original\c\c_m01s37.wav	 g729char\exp3\coded\c\ce3m2537.out	16000	3.56
g729char\exp3\original\c\c_m02s37.wav	 g729char\exp3\coded\c\ce3m5737.out	16000	3.773
g729char\exp3\original\c\c_f01s38.wav	 g729char\exp3\coded\c\ce3f8a38.out	16000	2.327
g729char\exp3\original\c\c_f02s38.wav	 g729char\exp3\coded\c\ce3fbc38.out	16000	2.132
g729char\exp3\original\c\c_m01s38.wav	 g729char\exp3\coded\c\ce3m2638.out	16000	2.309
g729char\exp3\original\c\c_m02s38.wav	 g729char\exp3\coded\c\ce3m5838.out	16000	2.467
g729char\exp3\original\c\c_f01s39.wav	 g729char\exp3\coded\c\ce3f8b39.out	16000	2.101
g729char\exp3\original\c\c_f02s39.wav	 g729char\exp3\coded\c\ce3fbd39.out	16000	1.931
g729char\exp3\original\c\c_m01s39.wav	 g729char\exp3\coded\c\ce3m2739.out	16000	1.88
g729char\exp3\original\c\c_m02s39.wav	 g729char\exp3\coded\c\ce3m5939.out	16000	2.22
g729char\exp3\original\c\c_f01s40.wav	 g729char\exp3\coded\c\ce3f8c40.out	16000	2.228
g729char\exp3\original\c\c_f02s40.wav	 g729char\exp3\coded\c\ce3fbe40.out	16000	1.96
g729char\exp3\original\c\c_m01s40.wav	 g729char\exp3\coded\c\ce3m2840.out	16000	2.058
g729char\exp3\original\c\c_m02s40.wav	 g729char\exp3\coded\c\ce3m5a40.out	16000	2.339
g729char\exp3\original\c\c_f01s41.wav	 g729char\exp3\coded\c\ce3f8d41.out	16000	1.924
g729char\exp3\original\c\c_f02s41.wav	 g729char\exp3\coded\c\ce3fbf41.out	16000	1.422
g729char\exp3\original\c\c_m01s41.wav	 g729char\exp3\coded\c\ce3m2941.out	16000	1.806
g729char\exp3\original\c\c_m02s41.wav	 g729char\exp3\coded\c\ce3m5b41.out	16000	1.876
g729char\exp3\original\c\c_f01s42.wav	 g729char\exp3\coded\c\ce3f8e42.out	16000	2.377
